district,chamber,indicator,value,topic,type,format,pad,id
State Senate District 9,Senate,Adults with bachelor's or higher,30053,Education,table,",",009,610U500US09009
State Senate District 10,Senate,Adults with bachelor's or higher,15425,Education,table,",",010,610U500US09010
State Senate District 11,Senate,Adults with bachelor's or higher,28823,Education,table,",",011,610U500US09011
State Senate District 12,Senate,Adults with bachelor's or higher,34640,Education,table,",",012,610U500US09012
State Senate District 13,Senate,Adults with bachelor's or higher,22978,Education,table,",",013,610U500US09013
State Senate District 14,Senate,Adults with bachelor's or higher,27011,Education,table,",",014,610U500US09014
State Senate District 15,Senate,Adults with bachelor's or higher,11568,Education,table,",",015,610U500US09015
State Senate District 16,Senate,Adults with bachelor's or higher,22788,Education,table,",",016,610U500US09016
State Senate District 17,Senate,Adults with bachelor's or higher,21711,Education,table,",",017,610U500US09017
State Senate District 18,Senate,Adults with bachelor's or higher,21624,Education,table,",",018,610U500US09018
State Senate District 19,Senate,Adults with bachelor's or higher,20715,Education,table,",",019,610U500US09019
State Senate District 20,Senate,Adults with bachelor's or higher,23766,Education,table,",",020,610U500US09020
State Senate District 21,Senate,Adults with bachelor's or higher,29669,Education,table,",",021,610U500US09021
State Senate District 22,Senate,Adults with bachelor's or higher,24011,Education,table,",",022,610U500US09022
State Senate District 23,Senate,Adults with bachelor's or higher,8352,Education,table,",",023,610U500US09023
State Senate District 24,Senate,Adults with bachelor's or higher,24961,Education,table,",",024,610U500US09024
State Senate District 25,Senate,Adults with bachelor's or higher,32549,Education,table,",",025,610U500US09025
State Senate District 26,Senate,Adults with bachelor's or higher,50222,Education,table,",",026,610U500US09026
State Senate District 27,Senate,Adults with bachelor's or higher,33924,Education,table,",",027,610U500US09027
State Senate District 28,Senate,Adults with bachelor's or higher,41717,Education,table,",",028,610U500US09028
State Senate District 29,Senate,Adults with bachelor's or higher,15644,Education,table,",",029,610U500US09029
State Senate District 30,Senate,Adults with bachelor's or higher,26301,Education,table,",",030,610U500US09030
State Senate District 31,Senate,Adults with bachelor's or higher,19436,Education,table,",",031,610U500US09031
State Senate District 32,Senate,Adults with bachelor's or higher,27678,Education,table,",",032,610U500US09032
State Senate District 33,Senate,Adults with bachelor's or higher,30286,Education,table,",",033,610U500US09033
State Senate District 34,Senate,Adults with bachelor's or higher,23571,Education,table,",",034,610U500US09034
State Senate District 35,Senate,Adults with bachelor's or higher,25253,Education,table,",",035,610U500US09035
State Senate District 36,Senate,Adults with bachelor's or higher,45100,Education,table,",",036,610U500US09036
State House District 1,House,Adults with bachelor's or higher,3419,Education,table,",",001,620L500US09001
State House District 2,House,Adults with bachelor's or higher,8225,Education,table,",",002,620L500US09002
State House District 3,House,Adults with bachelor's or higher,1458,Education,table,",",003,620L500US09003
State House District 4,House,Adults with bachelor's or higher,3001,Education,table,",",004,620L500US09004
State House District 5,House,Adults with bachelor's or higher,3081,Education,table,",",005,620L500US09005
State House District 6,House,Adults with bachelor's or higher,2021,Education,table,",",006,620L500US09006
State House District 7,House,Adults with bachelor's or higher,2232,Education,table,",",007,620L500US09007
State House District 8,House,Adults with bachelor's or higher,6725,Education,table,",",008,620L500US09008
State House District 9,House,Adults with bachelor's or higher,5579,Education,table,",",009,620L500US09009
State House District 10,House,Adults with bachelor's or higher,2665,Education,table,",",010,620L500US09010
State House District 11,House,Adults with bachelor's or higher,5407,Education,table,",",011,620L500US09011
State House District 12,House,Adults with bachelor's or higher,5442,Education,table,",",012,620L500US09012
State House District 13,House,Adults with bachelor's or higher,7144,Education,table,",",013,620L500US09013
State House District 14,House,Adults with bachelor's or higher,8543,Education,table,",",014,620L500US09014
State House District 15,House,Adults with bachelor's or higher,6404,Education,table,",",015,620L500US09015
State House District 16,House,Adults with bachelor's or higher,10787,Education,table,",",016,620L500US09016
State House District 17,House,Adults with bachelor's or higher,10362,Education,table,",",017,620L500US09017
State House District 18,House,Adults with bachelor's or higher,10844,Education,table,",",018,620L500US09018
State House District 19,House,Adults with bachelor's or higher,12759,Education,table,",",019,620L500US09019
